timestamp,name,free_spaces,max_spaces,occupied_spaces
09112023-1600,Liebig-Center,242,250,8
17112023-1105,Liebig-Center,241,250,9
30102023-1454,Liebig-Center,243,250,7
12112023-1205,Liebig-Center,241,250,9
26102023-1850,Liebig-Center,243,250,7
30102023-1849,Liebig-Center,245,250,5
15112023-1645,Liebig-Center,233,250,17
09112023-1050,Liebig-Center,241,250,9
11112023-1725,Liebig-Center,240,250,10
06112023-1925,Liebig-Center,243,250,7
13112023-1340,Liebig-Center,241,250,9
04112023-1150,Liebig-Center,242,250,8
15112023-1635,Liebig-Center,233,250,17
17112023-1616,Liebig-Center,234,250,16
04112023-2005,Liebig-Center,243,250,7
18112023-1335,Liebig-Center,231,250,19
07112023-1645,Liebig-Center,238,250,12
02112023-0951,Liebig-Center,232,250,18
18112023-0935,Liebig-Center,235,250,15
05112023-1615,Liebig-Center,238,250,12
15112023-1630,Liebig-Center,233,250,17
16112023-1040,Liebig-Center,240,250,10
17112023-1535,Liebig-Center,233,250,17
17112023-1829,Liebig-Center,235,250,15
13112023-1815,Liebig-Center,243,250,7
04112023-1216,Liebig-Center,241,250,9
13112023-0925,Liebig-Center,242,250,8
12112023-1115,Liebig-Center,238,250,12
27102023-1036,Liebig-Center,240,250,10
15112023-1145,Liebig-Center,237,250,13
17112023-0900,Liebig-Center,243,250,7
03112023-1159,Liebig-Center,242,250,8
02112023-1940,Liebig-Center,243,250,7
10112023-1745,Liebig-Center,240,250,10
02112023-1731,Liebig-Center,242,250,8
01112023-0900,Liebig-Center,241,250,9
19112023-0859,Liebig-Center,242,250,8
12112023-1941,Liebig-Center,243,250,7
30102023-1406,Liebig-Center,242,250,8
28102023-1410,Liebig-Center,244,250,6
07112023-1235,Liebig-Center,239,250,11
12112023-1916,Liebig-Center,243,250,7
08112023-1205,Liebig-Center,233,250,17
12112023-2045,Liebig-Center,244,250,6
03112023-1210,Liebig-Center,242,250,8
17112023-1219,Liebig-Center,239,250,11
07112023-1630,Liebig-Center,238,250,12
11112023-1951,Liebig-Center,244,250,6
06112023-1205,Liebig-Center,240,250,10
14112023-1314,Liebig-Center,230,250,20
18112023-1526,Liebig-Center,235,250,15
26102023-1539,Liebig-Center,241,250,9
04112023-1735,Liebig-Center,241,250,9
13112023-1845,Liebig-Center,242,250,8
05112023-1040,Liebig-Center,240,250,10
09112023-1840,Liebig-Center,243,250,7
01112023-1425,Liebig-Center,239,250,11
11112023-1244,Liebig-Center,234,250,16
31102023-1141,Liebig-Center,242,250,8
03112023-1009,Liebig-Center,241,250,9
14112023-1620,Liebig-Center,234,250,16
29102023-1939,Liebig-Center,246,250,4
19112023-1645,Liebig-Center,237,250,13
14112023-1445,Liebig-Center,231,250,19
27102023-1921,Liebig-Center,240,250,10
19112023-1219,Liebig-Center,239,250,11
07112023-2020,Liebig-Center,240,250,10
31102023-1805,Liebig-Center,244,250,6
20112023-1941,Liebig-Center,238,250,12
12112023-1815,Liebig-Center,244,250,6
04112023-1450,Liebig-Center,239,250,11
08112023-1920,Liebig-Center,243,250,7
10112023-0859,Liebig-Center,242,250,8
07112023-1930,Liebig-Center,240,250,10
